ID	F(x) - ANF	F(x) - Univariate F_2^7	Exponents	Status	Note
230	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
231	x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
232	x0*x1+x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x2*x4+x3*x4+x2*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
233	x0*x1+x0*x2+x1*x2+x1*x3+x0*x4+x2*x4+x3*x4+x2*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
234	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
235	x0*x1+x0*x2+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x0*x6+x3*x6+x4*x6+x0+x1+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
236	x0*x1+x0*x3+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
237	x0*x2+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
238	x0*x1+x1*x2+x2*x3+x0*x4+x1*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x4*x6+x0+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
239	x0*x1+x1*x3+x2*x3+x0*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x5*x6+x0+x1+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
240	x0*x1+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
241	x0*x2+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
242	x0*x1+x1*x3+x2*x3+x0*x4+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x1+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
243	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
244	x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
245	x0*x2+x1*x2+x1*x3+x0*x4+x0*x5+x2*x5+x1*x6+x2*x6+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
246	x0*x2+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
247	x0*x2+x0*x3+x1*x3+x2*x3+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x5*x6+x0+x1	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
248	x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x5*x6+x0+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
249	x0*x2+x1*x2+x1*x3+x0*x4+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
250	x1*x3+x2*x3+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6+x0	x^96 + x^65 + x^48 + x^24 + x^12 + x^6 + x^3	3,6,12,24,48,65,96	DUPLICATE	Same as Class 0
251	x0*x1+x0*x3+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x1+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
252	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x1*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
253	x1*x2+x0*x3+x1*x3+x2*x5+x1*x6+x3*x6+x4*x6+x5*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
254	x0*x1+x1*x3+x2*x3+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x5*x6+x1+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
255	x0*x1+x0*x2+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
256	x0*x1+x0*x3+x0*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x4*x5+x0*x6+x2*x6+x5*x6+x0+x1+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
257	x0*x3+x1*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x0+x1+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
258	x0*x2+x1*x2+x0*x3+x2*x3+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
259	x0*x3+x0*x4+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x1+x2+x4	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
260	x0*x1+x1*x2+x0*x3+x1*x3+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
261	x0*x1+x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x4*x6+x0+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
262	x0*x1+x1*x2+x0*x3+x1*x3+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x4*x6+x1+x2+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
263	x0*x2+x1*x2+x1*x3+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
264	x0*x1+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
265	x0*x1+x1*x2+x0*x3+x1*x3+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
266	x0*x1+x1*x2+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4*x6+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
267	x0*x1+x1*x2+x0*x3+x1*x3+x0*x5+x2*x5+x0*x6+x3*x6+x4*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
268	x0*x1+x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x4*x6+x5*x6+x0+x2+x4+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
269	x0*x1+x0*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x0+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
270	x0*x2+x1*x2+x0*x3+x2*x3+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x1*x6+x2*x6+x0+x1+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
271	x0*x1+x0*x2+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x0*x6+x3*x6+x0+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
272	x0*x2+x0*x3+x1*x3+x2*x3+x0*x5+x1*x5+x3*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
273	x1*x3+x2*x3+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
274	x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
275	x0*x2+x0*x3+x1*x3+x2*x3+x0*x4+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x1+x2	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
276	x0*x1+x0*x3+x1*x4+x2*x4+x3*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x0+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
277	x0*x1+x0*x2+x1*x2+x0*x3+x2*x3+x1*x4+x2*x4+x3*x4+x2*x5+x0*x6+x2*x6+x5*x6+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
278	x0*x2+x0*x4+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x4*x6+x5*x6+x0+x1+x2+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
279	x0*x2+x1*x2+x1*x3+x0*x5+x2*x5+x1*x6+x2*x6+x4*x6+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
280	x0*x2+x1*x4+x0*x5+x1*x5+x3*x5+x4*x5+x1*x6+x3*x6+x5*x6+x0+x1+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
281	x0*x3+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6+x0+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
282	x1*x3+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x1*x5+x3*x5+x1*x6+x2*x6+x4*x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
283	x0*x1+x1*x2+x2*x3+x0*x4+x1*x4+x2*x4+x3*x4+x0*x5+x2*x5+x0*x6+x3*x6+x4*x6+x2+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
284	x0*x1+x0*x3+x0*x4+x0*x5+x1*x5+x3*x5+x0*x6+x2*x6+x5*x6+x4+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
285	x0*x1+x1*x2+x0*x3+x1*x3+x0*x4+x2*x4+x3*x4+x0*x5+x2*x5+x4*x5+x0*x6+x3*x6+x1+x5	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
286	x1*x3+x2*x3+x2*x4+x3*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x4*x6+x1+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
287	x1*x3+x2*x3+x1*x4+x1*x5+x3*x5+x4*x5+x1*x6+x2*x6+x0+x1+x2+x4+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
288	x0*x1+x0*x2+x0*x4+x1*x5+x3*x5+x0*x6+x3*x6+x2+x5+x6	x^96 + x^80 + x^72 + x^68 + x^66 + x^65 + x^48 + x^40 + x^36 + x^34 + x^33 + x^24 + x^20 + x^18 + x^17 + x^12 + x^10 + x^9 + x^6 + x^5 + x^3	3,5,6,9,10,12,17,18,20,24,33,34,36,40,48,65,66,68,72,80,96	DUPLICATE	Same as Class 3
